event_id,item,total,note
21884,"Lids & tops, pump spray, flow restrictor & similar",1,
21884,"Plastic drink bottles (water, juice, milk, soft drink)",1,1 x Nu Water bottle
21884,Glass or ceramic broken,1,
21884,Paper & cardboard packaging,1,1 x cardboard package
21884,"Metal bottle caps, lids & pull tabs",1,
21884,"Binding, thread, string & cord (natural fibre)",1,
21882,Cigarette butts & filters,39,
21882,"Miscellaneous paper, labels & tickets",22,"2 x paper receipt, 20 x paper remnants"
21882,"Plastic packaging food (wrap, packets, containers)",14,"12 x confectionery, 1 x Mentos, 1 x straw wrapper"
21882,Plastic wrap non food (bubble wrap etc),5,3 x plastic cigarette pack wrap
21882,Plastic bits & pieces hard & solid,4,
21882,"Tape adhesive, electrical, duct, hazard marker & rolls",4,
21882,Paper & cardboard packaging,3,"1 x McDonalds, 1 x paper straw, 1 x takeaway"
21882,"Foil wrappers, packets, bladders & alfoil",3,
21882,"Plastic bags supermarket, garbage, dog poo, ice",2,2 x other plastic bag
21882,"Plastic film remnants (bits of plastic bag, wrap etc)",2,
21882,"Plastic ceremonial & festive (wreaths, flowers)",1,
21882,"Plastic drink bottles (water, juice, milk, soft drink)",1,1 x Woolworths waterbottle
21880,Cigarette butts & filters,46,
21880,Foam insulation & packaging (whole and remnants),25,
21880,"Plastic film remnants (bits of plastic bag, wrap etc)",23,
21880,"Plastic packaging food (wrap, packets, containers)",15,"6 x confectionery, 1 x takeaway, 1 x Lotus Chef straw wrapper, 1 x Gong Cha straw wrapper, 6 x straw wrapper"
21880,"Foil wrappers, packets, bladders & alfoil",6,
21880,Plastic bits & pieces hard & solid,5,
21880,"Tape adhesive, electrical, duct, hazard marker & rolls",4,
21880,"Lids & tops, pump spray, flow restrictor & similar",4,
21880,"Miscellaneous paper, labels & tickets",3,3 x paper remnants
21880,Paper & cardboard packaging,3,"1 x Hotstar takeaway, 2 x takeaway"
21880,Plastic wrap non food (bubble wrap etc),3,3 x plastic cigarette pack wrap
21880,"Sanitary (tissues, nappies, condoms, cotton buds)",2,
21880,"Pens, markers & other plastic stationary",1,
21880,"Wooden confection sticks, pencils, matches etc",1,
21880,Plastic first aid materials & equipment (band aids),1,
21880,"Straws, confection sticks, cups, plates & cutlery",1,1 x McDonalds straw
21880,Food scraps,1,
21880,Rubber remnants,1,
21880,"Rubber balloons, balls & toys, elastic straps & bands",1,1 x balloon
21880,Personal care & pharmaceutical packaging,1,
21880,"Building & trades materials, fixings & fittings",1,
21880,Aquaculture items,1,1 x biofilter
21880,"Toys, party poppers, ribbons, clips & similar",1,
21879,Cigarette butts & filters,155,
21879,"Metal bottle caps, lids & pull tabs",46,
21879,Plastic wrap non food (bubble wrap etc),44,39 x plastic cigarette pack wrap
21879,"Plastic packaging food (wrap, packets, containers)",44,"38 x confectionery, 3 x straw wrappers, 3 x other food package"
21879,"Miscellaneous paper, labels & tickets",40,"5 x paper receipts, 31 x paper remnants, 4 x miscellaneous paper"
21879,"Foil wrappers, packets, bladders & alfoil",26,
21879,"Newspaper, magazines & brochures",17,
21879,"Lids & tops, pump spray, flow restrictor & similar",15,
21879,Foam insulation & packaging (whole and remnants),8,
21879,Paper & cardboard packaging,6,"2 x paper coffee cup, 4 x takeaway package"
21879,"Plastic bags supermarket, garbage, dog poo, ice",5,5 x fruit and veg bag
21879,Aluminium cans,4,"1 x Jim Beam, 1 x IGA soft drink, 1 x Woodstock Bourbon, 1 x Jack Daniels "
21879,"Foam cups, food packs & trays",4,
21879,"Plastic ceremonial & festive (wreaths, flowers)",3,
21879,"Plastic film remnants (bits of plastic bag, wrap etc)",3,
21879,Paper & cardboard packaging,3,3 x chewing gum wrapper
21879,"Straws, confection sticks, cups, plates & cutlery",2,2 x straws
21879,Glass beer stubbies & pre-mixed alcohol bottles,1,1 x VB
21879,Glass or ceramic broken,1,
21879,"Municipal activities (tree guard, barrier fence etc)",1,1 x parking ticket
21879,"Processed timber, pallets & other wood",1,
21879,"Sanitary (tissues, nappies, condoms, cotton buds)",1,
21879,"Toys, party poppers, ribbons, clips & similar",1,1 x plastic wrist band
21879,"Toys, party poppers, ribbons, clips & similar",1,1 x ribbon/balloon clip
21878,"Miscellaneous paper, labels & tickets",93,"8 x paper receipts, 85 x paper remnants"
21878,Plastic wrap non food (bubble wrap etc),56,56 x plastic cigarette pack wrap
21878,"Plastic packaging food (wrap, packets, containers)",45,"38 x confectionery, 4 x Mentos, 1 x VY Bubble Tea cup, 2 x Scarlet Corner Bubble Tea cup"
21878,Cigarette butts & filters,29,
21878,"Plastic film remnants (bits of plastic bag, wrap etc)",22,
21878,"Foil wrappers, packets, bladders & alfoil",14,
21878,"Plastic bags supermarket, garbage, dog poo, ice",7,"1 x ziplock bag, 6 x fruit and veg bags"
21878,Paper & cardboard packaging,5,"3 x cardboard package, 1 x McDonalds, 1 x cardboard cigarette pack "
21878,"Straws, confection sticks, cups, plates & cutlery",4,"1 x plastic cup, 1 x McDonalds straw, 2 x straw"
21878,Paper & cardboard packaging,4,4 x chewing gum wrapper
21878,"Newspaper, magazines & brochures",4,
21878,"Lids & tops, pump spray, flow restrictor & similar",4,
21878,"Tape adhesive, electrical, duct, hazard marker & rolls",2,
21878,"Plastic packaging food (wrap, packets, containers)",2,"1 x Chatime Bubble Tea straw wrapper, 1 x CoCo Bubble Tea straw wrapper"
21878,Aluminium cans,2,"1 x VB, 1 x Coke"
21878,"Plastic drink bottles (water, juice, milk, soft drink)",1,1 x Mountain Dew
21878,"Toys, party poppers, ribbons, clips & similar",1,
21877,Cigarette butts & filters,28,
21877,Plastic wrap non food (bubble wrap etc),24,23 x plastic cigarette pack wrap
21877,"Miscellaneous paper, labels & tickets",18,"1 x event ticket, 7 x paper receipts, 9 x paper remnants, 1 x miscellaneous paper"
21877,"Plastic film remnants (bits of plastic bag, wrap etc)",7,
21877,"Plastic packaging food (wrap, packets, containers)",5,"3 x confectionery, 1 x takeaway, 1 x Coles waterbottle label"
21877,"Foil wrappers, packets, bladders & alfoil",4,
21877,Paper & cardboard packaging,2,"1 x McDonalds, 1 x cardboard cigarette pack"
21877,Plastic bits & pieces hard & solid,2,
21877,"Sanitary (tissues, nappies, condoms, cotton buds)",2,
21877,"Toys, party poppers, ribbons, clips & similar",2,2 x confetti/glitter
21877,Foam insulation & packaging (whole and remnants),1,
21877,Paper & cardboard packaging,1,1 x chewing gum wrapper
21877,Metal scrap & remnants,1,
21877,"Newspaper, magazines & brochures",1,
21877,"Packaging accessories (seals, reels, spools, handles)",1,
21877,"Tape adhesive, electrical, duct, hazard marker & rolls",1,
21877,"Plastic bags supermarket, garbage, dog poo, ice",1,1 x fruit and veg bag
21876,Plastic wrap non food (bubble wrap etc),96,93 x plastic cigarette pack wrap
21876,"Plastic packaging food (wrap, packets, containers)",50,"32 x confectionery, 2 x Mentos, 1 x CoCo Bubble Tea straw wrapper, 2 x straw wrapper, 1 x sushi fish, 12 x other food package"
21876,Cigarette butts & filters,38,
21876,"Foil wrappers, packets, bladders & alfoil",32,
21876,"Plastic film remnants (bits of plastic bag, wrap etc)",29,
21876,"Miscellaneous paper, labels & tickets",28,"1 x paper receipt, 24 x paper remnants, 3 x miscellaneous paper"
21876,"Sanitary (tissues, nappies, condoms, cotton buds)",5,
21876,"Lids & tops, pump spray, flow restrictor & similar",4,
21876,"Plastic packaging food (wrap, packets, containers)",3,"1 x Frantelle waterbottle label, 1 x Coles waterbottle label, 1 x Heiniken bottle label"
21876,"Tape adhesive, electrical, duct, hazard marker & rolls",3,
21876,Foam insulation & packaging (whole and remnants),2,
21876,"Newspaper, magazines & brochures",2,
21876,"Plastic bags supermarket, garbage, dog poo, ice",2,"1 x ziplock bag, 1 x other plastic bag"
21876,"Rubber balloons, balls & toys, elastic straps & bands",1,1 x rubber band
21876,Aluminium cans,1,1 x Solo
21876,Childcare items,1,
21876,"Plastic drink bottles (water, juice, milk, soft drink)",1,1 x Dare Ice Coffee
21876,"Plastic ceremonial & festive (wreaths, flowers)",1,
21876,Plastic bits & pieces hard & solid,1,
21876,Paper & cardboard packaging,1,1 x takeaway
21876,"Metal building & trades materials, fixings & fittings",1,
21874,Cigarette butts & filters,95,
21874,"Miscellaneous paper, labels & tickets",53,"7 x paper receipts, 46 x paper remnants"
21874,"Plastic film remnants (bits of plastic bag, wrap etc)",29,
21874,Plastic wrap non food (bubble wrap etc),28,24 x plastic cigarette pack wrap
21874,"Plastic packaging food (wrap, packets, containers)",21,"12 x confectionery, 3 x takeaway, 2 x coffee cup lids, 3 x straw wrapper, 1 x CoCo Bubble Tea straw wrapper"
21874,"Foil wrappers, packets, bladders & alfoil",18,
21874,Paper & cardboard packaging,13,"1 x Seven Eleven coffee cup, 5 x McDonalds, 6 x takeaway, 1 x cardboard cigarette packet"
21874,"Plastic packaging food (wrap, packets, containers)",10,"1 x sushi fish, 1 x Coles water bottle label, 8 x other food package"
21874,"Sanitary (tissues, nappies, condoms, cotton buds)",9,
21874,"Toys, party poppers, ribbons, clips & similar",5,3 x confetti/glitter
21874,"Plastic drink bottles (water, juice, milk, soft drink)",4,"2 x Coles water bottle, 1 x Pran Mango Juice"
21874,Plastic bits & pieces hard & solid,4,
21874,"Plastic bags supermarket, garbage, dog poo, ice",4,"1 x ziplock bag, 1 x heavy duty shopping bag, 2 x other plastic bag"
21874,Foam insulation & packaging (whole and remnants),4,
21874,Aluminium cans,3,"1 x V energy, 1 x Shani, 1 x Coke"
21874,"Foam cups, food packs & trays",3,
21874,"Straws, confection sticks, cups, plates & cutlery",3,"2 x straws, 1 x Chatime Bubble Tea straw"
21874,"Metal building & trades materials, fixings & fittings",2,
21874,"Lids & tops, pump spray, flow restrictor & similar",2,
21874,Paper & cardboard packaging,2,2 x chewing gum wrapper
21874,"Packaging accessories (seals, reels, spools, handles)",1,1 x plastic label
21874,"Metal bottle caps, lids & pull tabs",1,
21873,Cigarette butts & filters,71,
21873,Plastic wrap non food (bubble wrap etc),48,30 x plastic cigarette pack wrap
21873,"Plastic film remnants (bits of plastic bag, wrap etc)",36,
21873,"Plastic packaging food (wrap, packets, containers)",33,"22 x confectionery, 4 x Mentos, 1 x bubble tea cup, 5 x coffee cup lids, 1 x Jean Paul Gaultier water bottle label"
21873,"Miscellaneous paper, labels & tickets",24,24 x paper remnants
21873,"Foil wrappers, packets, bladders & alfoil",21,
21873,"Plastic bags supermarket, garbage, dog poo, ice",14,"1 x white shopping bag, 4 x ziplock bags, 1 x Coles boutique shopping bag, 3 x fruit and veg bags, 5 x other plastic bags"
21873,"Plastic packaging food (wrap, packets, containers)",10,"3 x Chatime Bubble Tea straw wrapper, 3 x CoCo Bubble Tea straw wrapper, 1 x straw wrapper, 3 x other food package"
21873,Foam insulation & packaging (whole and remnants),9,
21873,Paper & cardboard packaging,5,"4 x cardboard package, 1 x paper coffee cup"
21873,"Sanitary (tissues, nappies, condoms, cotton buds)",4,1 x cotton bud stick
21873,"Plastic sheeting (tarpaulin, woven bags, pallet wrap)",4,
21873,Aluminium cans,3,"1 x Coke, 1 x Rockstar, 1 x V energy "
21873,"Newspaper, magazines & brochures",3,
21873,Paper & cardboard packaging,3,3 x chewing gum wrapper
21873,"Rubber balloons, balls & toys, elastic straps & bands",3,3 x rubber bands
21873,"Toys, party poppers, ribbons, clips & similar",3,3 x confetti/glitter
21873,"Plastic ceremonial & festive (wreaths, flowers)",2,
21873,"Foam cups, food packs & trays",2,
21873,"Lids & tops, pump spray, flow restrictor & similar",2,
21873,"Metal bottle caps, lids & pull tabs",2,
21873,Plastic bits & pieces hard & solid,2,
21873,Tetra packs & drink cartons,1,
21873,Glass or ceramic broken,1,
21873,"Metal building & trades materials, fixings & fittings",1,
21873,"Plastic drink bottles (water, juice, milk, soft drink)",1,1 x Mount Franklin
21873,"Pens, markers & other plastic stationary",1,
21872,Cigarette butts & filters,37,
21872,Plastic wrap non food (bubble wrap etc),29,29 x plastic cigarette pack wrap
21872,"Miscellaneous paper, labels & tickets",28,28 x paper remnants
21872,"Plastic packaging food (wrap, packets, containers)",28,"26 x confectionery, 1 x Mentos, 1 x takeaway"
21872,"Plastic film remnants (bits of plastic bag, wrap etc)",14,
21872,"Foil wrappers, packets, bladders & alfoil",9,
21872,Foam insulation & packaging (whole and remnants),8,
21872,"Toys, party poppers, ribbons, clips & similar",4,"2 x ribbon/balloon clip, 2 x confetti/glitter"
21872,"Plastic bags supermarket, garbage, dog poo, ice",4,4 x other plastic bag
21872,"Plastic packaging food (wrap, packets, containers)",3,"1 x CoCo Bubble Tea straw wrapper, 1 x Share Bubble Tea straw wrapper, 1 x Gong Cha Bubble Tea straw wrapper"
21872,"Lids & tops, pump spray, flow restrictor & similar",2,
21872,"Plastic ceremonial & festive (wreaths, flowers)",2,
21872,Cigarette lighters,1,
21872,"Processed timber, pallets & other wood",1,
21872,Paper & cardboard packaging,1,1 x cardboard cigarette packet
21871,Cigarette butts & filters,64,
21871,Plastic wrap non food (bubble wrap etc),38,38 x plastic cigarette pack wrap
21871,"Miscellaneous paper, labels & tickets",36,"3 x paper receipts, 33 x paper remnants"
21871,"Plastic packaging food (wrap, packets, containers)",36,"32 x confectionery, 4 x Mentos"
21871,Foam insulation & packaging (whole and remnants),24,
21871,"Plastic packaging food (wrap, packets, containers)",20,"5 x Chatime Bubble Tea straw wrapper, 6 x Share Bubble Tea straw wrapper, 9 x straw wrapper"
21871,"Plastic bags supermarket, garbage, dog poo, ice",18,"2 x grey shopping bags, 1 x ziplock bag, 10 x fruit and veg bags, 5 x other plastic bags"
21871,"Plastic film remnants (bits of plastic bag, wrap etc)",8,
21871,"Lids & tops, pump spray, flow restrictor & similar",3,
21871,Aluminium cans,3,"1 x Mountain Dew, 1 x Smirnoff, 1 x Coke"
21871,"Straws, confection sticks, cups, plates & cutlery",2,"1 x straw, 1 x lollipop stick"
21871,Paper & cardboard packaging,2,2 x paper coffee cup
21871,"Plastic drink bottles (water, juice, milk, soft drink)",2,"1 x Gatorade, 1 x Solo"
21869,Cigarette butts & filters,61,
21869,"Foil wrappers, packets, bladders & alfoil",24,
21869,"Miscellaneous paper, labels & tickets",21,"20 x paper remnants, 1 x miscellaneous paper"
21869,"Lids & tops, pump spray, flow restrictor & similar",14,
21869,"Plastic packaging food (wrap, packets, containers)",9,"1 x confectionery, 2 x takeaway, 5 x sushi fish, 1 x other food package"
21869,"Straws, confection sticks, cups, plates & cutlery",9,"1 x cutlery, 8 x straws"
21869,"Plastic film remnants (bits of plastic bag, wrap etc)",8,
21869,Paper & cardboard packaging,6,"1 x Hungry Jacks, 1 x takeaway, 4 x cardboard cigarette packets"
21869,Plastic bits & pieces hard & solid,3,
21869,Occupational health & safety items,2,2 x ear plugs
21869,"Personal effects (wallets, money, keys, jewellery)",2,
21869,"Processed timber, pallets & other wood",2,
21869,Aluminium cans,1,1 x Vodka Cruiser
21869,Tags,1,
21869,"Metal bottle caps, lids & pull tabs",1,
21869,Metal scrap & remnants,1,
21869,"Plastic bags supermarket, garbage, dog poo, ice",1,1 x ziplock bag
21869,"Plastic ceremonial & festive (wreaths, flowers)",1,
21869,"Plastic drink bottles (water, juice, milk, soft drink)",1,1 x Powerade
21868,Foam insulation & packaging (whole and remnants),14,
21868,"Plastic packaging food (wrap, packets, containers)",9,"4 x confectionery, 1 x takeaway, 1 x coffee cup lid, 1 x straw wrapper, 1 x Coke bottle label, 1 x other food package"
21868,"Miscellaneous paper, labels & tickets",8,8 x paper remnants
21868,"Plastic film remnants (bits of plastic bag, wrap etc)",5,
21868,Plastic bits & pieces hard & solid,5,
21868,Cigarette butts & filters,4,
21868,"Straws, confection sticks, cups, plates & cutlery",2,2 x plastic cup
21868,"Plastic drink bottles (water, juice, milk, soft drink)",2,"1 x Cool Ridge water, 1 x Frantelle"
21868,Paper & cardboard packaging,2,"1 x Espresso Lane coffee cup, 1 x takeaway"
21868,Glass beer stubbies & pre-mixed alcohol bottles,1,1 x Corona
21868,"Foam cups, food packs & trays",1,
21868,"Cloth, clothing, hats & towels",1,
21868,Bait & tackle bags & packaging,1,
21868,Plastic first aid materials & equipment (band aids),1,
21868,Aluminium cans,1,1 x Sprite
21868,"Plastic bags supermarket, garbage, dog poo, ice",1,1 x Bakers Delight plastic bag
21867,"Miscellaneous paper, labels & tickets",37,"5 x paper receipts, 32 x paper remnants"
21867,"Plastic film remnants (bits of plastic bag, wrap etc)",32,
21867,"Plastic packaging food (wrap, packets, containers)",32,"25 x confectionery, 3 x Mentos, 1 x McDonalds, 1 x coffee cup lid, 1 x sushi fish, 1 x other food package"
21867,Cigarette butts & filters,16,
21867,Plastic wrap non food (bubble wrap etc),8,8 x plastic cigarette pack wrap
21867,Foam insulation & packaging (whole and remnants),8,
21867,"Foil wrappers, packets, bladders & alfoil",6,
21867,"Plastic bags supermarket, garbage, dog poo, ice",6,"2 x fruit and veg bags, 4 x other plastic bags"
21867,Paper & cardboard packaging,4,4 x takeaway
21867,"Tape adhesive, electrical, duct, hazard marker & rolls",2,
21867,Aluminium cans,1,1 x Guinness 
21867,"Plastic drink bottles (water, juice, milk, soft drink)",1,
21867,"Straws, confection sticks, cups, plates & cutlery",1,1 x plastic cup
21867,Occupational health & safety items,1,
21867,"Packaging accessories (seals, reels, spools, handles)",1,1 x plastic label
21866,"Plastic packaging food (wrap, packets, containers)",17,"12 x confectionery, 3 x takeaway, 2 x coffee cup lids"
21866,"Plastic bags supermarket, garbage, dog poo, ice",6,"1 x grey shopping bag, 1 x dog poo bag, 4 x fruit and veg bags"
21866,Paper & cardboard packaging,6,"2 x cardboard package, 1 x paper coffee cup, 1 x Foodary coffee cup, 2 x McDonalds"
21866,"Foil wrappers, packets, bladders & alfoil",6,
21866,Drug paraphernalia,6,
21866,"Lids & tops, pump spray, flow restrictor & similar",5,
21866,Plastic wrap non food (bubble wrap etc),4,
21866,Foam insulation & packaging (whole and remnants),3,
21866,"Straws, confection sticks, cups, plates & cutlery",3,"1 x cutlery, 2 x straws"
21866,"Tape adhesive, electrical, duct, hazard marker & rolls",2,
21866,"Plastic sheeting (tarpaulin, woven bags, pallet wrap)",2,
21866,"Plastic drink bottles (water, juice, milk, soft drink)",2,"1 x Sprite, 1 x Woolworths waterbottle"
21866,"Canvas, sailcloth & hessian materials",1,
21866,Aluminium cans,1,1 x Coke
21866,"Tins under 4 litres (food, drink tins and similar)",1,
21866,"Cloth, clothing, hats & towels",1,
21865,Cigarette butts & filters,32,
21865,"Miscellaneous paper, labels & tickets",20,20 x paper remnants
21865,Glass or ceramic broken,14,
21865,Plastic bits & pieces hard & solid,12,
21865,"Plastic film remnants (bits of plastic bag, wrap etc)",9,
21865,Plastic wrap non food (bubble wrap etc),2,2 x plastic cigarette pack wrap
21865,"Toys, party poppers, ribbons, clips & similar",2,2 x confetti/glitter
21865,"Rubber balloons, balls & toys, elastic straps & bands",1,1 x rubber band
21865,"Metal bottle caps, lids & pull tabs",1,
21865,"Packaging accessories (seals, reels, spools, handles)",1,1 x plastic label
21865,Paper & cardboard packaging,1,1 x paper coffee cup
21865,"Plastic packaging food (wrap, packets, containers)",1,1 x confectionery
21865,Rubber remnants,1,
21865,Pollution Rating,0,1 x plastic resin pellet found in trap
21864,Plastic bits & pieces hard & solid,52,
21864,Cigarette butts & filters,24,
21864,Paper & cardboard packaging,10,10 x cardboard package
21864,"Lids & tops, pump spray, flow restrictor & similar",5,
21864,"Foil wrappers, packets, bladders & alfoil",5,
21864,"Plastic film remnants (bits of plastic bag, wrap etc)",4,
21864,Plastic wrap non food (bubble wrap etc),3,2 x plastic cigarette pack wrap
21864,"Plastic packaging food (wrap, packets, containers)",3,3 x confectionery
21864,"Straws, confection sticks, cups, plates & cutlery",3,"1 x plastic cup, 2 x lollipop sticks"
21864,"Plastic drink bottles (water, juice, milk, soft drink)",3,"1 x Coles waterbottle, 1 x Gatorade, 1 x Sprite"
21864,"Tape adhesive, electrical, duct, hazard marker & rolls",3,
21864,"Plastic electrical cable, connectors & fittings",2,
21864,"Toothbrushes, brushes & combs, hair ties etc",1,
21864,Rubber remnants,1,
21864,"Toys, party poppers, ribbons, clips & similar",1,
21864,Foam insulation & packaging (whole and remnants),1,
21864,Plastic first aid materials & equipment (band aids),1,
21864,Aluminium cans,1,1 x Red Bull
21864,Cable ties & plastic fasteners,1,
21864,"Rubber buffers, tyres, seals & similar",1,1 x rubber seal
21864,"Plastic bags supermarket, garbage, dog poo, ice",1,1 x fruit and veg bag
21863,Foam insulation & packaging (whole and remnants),12,
21863,Paper & cardboard packaging,11,"2 x McDonalds takeaway, 9 x takeaway"
21863,"Plastic film remnants (bits of plastic bag, wrap etc)",9,
21863,Cigarette butts & filters,9,
21863,"Plastic packaging food (wrap, packets, containers)",8,"6 x confectionery, 1 x Coles waterbottle label, 1 x Coles waterbottle pack wrapping"
21863,Plastic wrap non food (bubble wrap etc),8,
21863,"Straws, confection sticks, cups, plates & cutlery",6,"5 x plastic cup, 1 x Seven Eleven straw"
21863,Plastic bits & pieces hard & solid,5,
21863,Aluminium cans,2,2 x VB
21863,"Plastic bags supermarket, garbage, dog poo, ice",1,1 x ziplock bag
21863,"Canvas, sailcloth & hessian materials",1,
21863,"Foam cups, food packs & trays",1,
21863,"Lids & tops, pump spray, flow restrictor & similar",1,
21862,"Miscellaneous paper, labels & tickets",20,20 x paper remnants
21862,"Plastic film remnants (bits of plastic bag, wrap etc)",11,
21862,"Plastic packaging food (wrap, packets, containers)",8,"6 x confectionery, 1 x Seven Eleven coffee cup lid, 1 x other food package"
21862,Cigarette butts & filters,6,
21862,"Processed timber, pallets & other wood",4,
21862,Foam insulation & packaging (whole and remnants),3,
21862,Plastic bits & pieces hard & solid,3,
21862,Strapping band whole (record as single item),2,
21862,Plastic wrap non food (bubble wrap etc),2,2 x plastic cigarette pack wrap
21862,Paper & cardboard packaging,2,2 x cardboard package
21862,"Construction material (brick, cement, pipe)",2,
21862,"Plastic bags supermarket, garbage, dog poo, ice",1,1 x ziplock bag
21862,Paper & cardboard packaging,1,1 x chewing gum wrapper
21862,"Cloth, clothing, hats & towels",1,
21862,"Toothbrushes, brushes & combs, hair ties etc",1,
21862,"Straws, confection sticks, cups, plates & cutlery",1,1 x lollipop stick
21862,"Metal building & trades materials, fixings & fittings",1,
21862,"Lids & tops, pump spray, flow restrictor & similar",1,
21861,Cigarette butts & filters,3,
21861,"Plastic film remnants (bits of plastic bag, wrap etc)",2,
21861,"Plastic packaging food (wrap, packets, containers)",2,"1 x confectionery, 1 x Mentos"
21861,"Miscellaneous paper, labels & tickets",1,1 x paper receipt
21861,Plastic wrap non food (bubble wrap etc),1,
21861,"Toothbrushes, brushes & combs, hair ties etc",1,
21861,Plastic bits & pieces hard & solid,1,
21860,"Miscellaneous paper, labels & tickets",40,"1 x paper receipt, 4 x paper remnants, 2 x miscellaneous paper, 33 x paper label backs"
21860,"Plastic film remnants (bits of plastic bag, wrap etc)",13,
21860,"Plastic packaging food (wrap, packets, containers)",8,"4 x confectionery, 2 x Seven Eleven coffee cup lids, 1 x Seven Eleven takeaway, 1 x takeaway"
21860,Cigarette butts & filters,7,
21860,Occupational health & safety items,6,
21860,Plastic wrap non food (bubble wrap etc),4,4 x plastic cigarette pack wrap
21860,Paper & cardboard packaging,3,"1 x paper coffee cup, 2 x takeaway "
21860,Foam insulation & packaging (whole and remnants),3,
21860,"Plastic bags supermarket, garbage, dog poo, ice",3,3 x ziplock bags
21860,"Foil wrappers, packets, bladders & alfoil",2,
21860,"Packaging accessories (seals, reels, spools, handles)",2,1 x plastic label
21860,"Newspaper, magazines & brochures",1,
21860,Plastic bits & pieces hard & solid,1,
21860,"Rubber balloons, balls & toys, elastic straps & bands",1,1 x rubber band
21860,Rubber remnants,1,
21860,"Sanitary (tissues, nappies, condoms, cotton buds)",1,
21860,"Straws, confection sticks, cups, plates & cutlery",1,1 x plastic cup
21860,"Tape adhesive, electrical, duct, hazard marker & rolls",1,
21859,Cigarette butts & filters,29,
21859,Plastic wrap non food (bubble wrap etc),15,10 x plastic cigarette pack wrap
21859,"Miscellaneous paper, labels & tickets",11,"1 x paper receipt, 10 x paper remnants"
21859,"Foil wrappers, packets, bladders & alfoil",10,
21859,Plastic bits & pieces hard & solid,9,
21859,"Plastic packaging food (wrap, packets, containers)",7,"5 x confectionery, 1 x Frantelle waterbottle label, 1 x other food package "
21859,"Toys, party poppers, ribbons, clips & similar",3,3 x confetti/glitter
21859,"Straws, confection sticks, cups, plates & cutlery",2,2 x lollipop stick
21859,Container contents intact & spilt content,2,2 x paint shards
21859,"Lids & tops, pump spray, flow restrictor & similar",2,
21859,"Plastic ceremonial & festive (wreaths, flowers)",2,
21859,Aluminium cans,1,1 x Coke
21858,Plastic wrap non food (bubble wrap etc),7,6 x plastic cigarette pack wrap
21858,Paper & cardboard packaging,5,5 x takeaway
21858,"Miscellaneous paper, labels & tickets",5,"3 x receipts, 2 x miscellaneous paper"
21858,"Plastic packaging food (wrap, packets, containers)",4,"2 x confectionery, 2 x Mentos"
21858,Cigarette butts & filters,4,
21858,"Toys, party poppers, ribbons, clips & similar",2,2 x confetti/glitter
21858,"Sanitary (tissues, nappies, condoms, cotton buds)",2,
21858,"Plastic film remnants (bits of plastic bag, wrap etc)",1,
21858,Plastic first aid materials & equipment (band aids),1,
21857,"Miscellaneous paper, labels & tickets",10,"5 x paper receipts, 5 x miscellaneous paper"
21857,"Plastic packaging food (wrap, packets, containers)",9,"7 x confectionery, 1 x McDonalds, 1 x coffee cup lid"
21857,"Plastic film remnants (bits of plastic bag, wrap etc)",4,
21857,Plastic wrap non food (bubble wrap etc),4,4 x plastic cigarette pack wrap
21857,"Foil wrappers, packets, bladders & alfoil",3,
21857,"Toys, party poppers, ribbons, clips & similar",1,1 x confetti/glitter
21857,Paper & cardboard packaging,1,1 x paper coffee cup
21857,Plastic first aid materials & equipment (band aids),1,
21782,Cigarette butts & filters,43,
21782,Plastic bits & pieces hard & solid,30,
21782,"Plastic packaging food (wrap, packets, containers)",17,"7 x confectionery, 2 x Mentos, 1 x takeaway, 5 x other food package, 2 x Mount Franklin waterbottle label"
21782,"Foil wrappers, packets, bladders & alfoil",9,
21782,Glass or ceramic broken,8,
21782,Aluminium cans,7,"1 x Coke, 1 x Pepsi, 5 x V energy drink"
21782,Plastic wrap non food (bubble wrap etc),5,5 x plastic cigarette pack wrap
21782,"Packaging accessories (seals, reels, spools, handles)",3,
21782,"Rubber balloons, balls & toys, elastic straps & bands",3,1 x balloon
21782,"Miscellaneous paper, labels & tickets",3,3 x paper remnants
21782,"Straws, confection sticks, cups, plates & cutlery",2,"1 x straw, 1 x lollipop stick"
21782,"Metal bottle caps, lids & pull tabs",2,
21782,"Lids & tops, pump spray, flow restrictor & similar",2,
21782,"Plastic drink bottles (water, juice, milk, soft drink)",2,1 x Dare Ice Coffee
21782,"Toys, party poppers, ribbons, clips & similar",1,1 x confetti/glitter
21782,"Sanitary (tissues, nappies, condoms, cotton buds)",1,
21782,"Processed timber, pallets & other wood",1,
21782,"Municipal activities (tree guard, barrier fence etc)",1,1 x parking ticket
21782,"Plastic film remnants (bits of plastic bag, wrap etc)",1,
21782,"Pens, markers & other plastic stationary",1,
21782,Paper & cardboard packaging,1,1 x chewing gum wrapper
21782,Paper & cardboard packaging,1,1 x cardboard package
21782,Metal scrap & remnants,1,
21782,"Plastic housewares, tablewares, house fittings",1,
21780,Cigarette butts & filters,41,
21780,"Miscellaneous paper, labels & tickets",13,"3 x paper receipts, 10 x paper remnants"
21780,Plastic bits & pieces hard & solid,7,
21780,"Foil wrappers, packets, bladders & alfoil",6,
21780,"Lids & tops, pump spray, flow restrictor & similar",5,
21780,Plastic wrap non food (bubble wrap etc),3,3 x plastic cigarette pack wrap
21780,"Plastic packaging food (wrap, packets, containers)",3,3 x confectionery
