event_id,item,event_item,total,note
22483,"Plastic packaging food (wrap, packets, containers)","22483 Plastic packaging food (wrap, packets, containers)",2,"1 x confectionery, 1 x McDonalds"
22483,Plastic wrap non food (bubble wrap etc),22483 Plastic wrap non food (bubble wrap etc),2,
22483,Pollution Rating,22483 Pollution Rating,0,520 plastic resin pellets removed from trap
22483,"Sanitary (tissues, nappies, condoms, cotton buds)","22483 Sanitary (tissues, nappies, condoms, cotton buds)",4,
22483,"Straws, confection sticks, cups, plates & cutlery","22483 Straws, confection sticks, cups, plates & cutlery",1,1 x McDonalds straw
22483,"Tape adhesive, electrical, duct, hazard marker & rolls","22483 Tape adhesive, electrical, duct, hazard marker & rolls",1,
22485,"Building & trades materials, fixings & fittings","22485 Building & trades materials, fixings & fittings",1,
22485,Cigarette butts & filters,22485 Cigarette butts & filters,7,
22485,Foam insulation & packaging (whole and remnants),22485 Foam insulation & packaging (whole and remnants),1,
22485,"Foil wrappers, packets, bladders & alfoil","22485 Foil wrappers, packets, bladders & alfoil",3,
22485,Glass or ceramic broken,22485 Glass or ceramic broken,3,
22485,"Metal bottle caps, lids & pull tabs","22485 Metal bottle caps, lids & pull tabs",1,
22485,"Miscellaneous paper, labels & tickets","22485 Miscellaneous paper, labels & tickets",5,5 x paper remnants
22485,"Packaging accessories (seals, reels, spools, handles)","22485 Packaging accessories (seals, reels, spools, handles)",1,
22485,Paper & cardboard packaging,22485 Paper & cardboard packaging,1,1 x cardboard cigarette pack
22485,Plastic bits & pieces hard & solid,22485 Plastic bits & pieces hard & solid,7,
22485,"Plastic drink bottles (water, juice, milk, soft drink)","22485 Plastic drink bottles (water, juice, milk, soft drink)",1,
22485,"Plastic film remnants (bits of plastic bag, wrap etc)","22485 Plastic film remnants (bits of plastic bag, wrap etc)",3,
22485,"Plastic packaging food (wrap, packets, containers)","22485 Plastic packaging food (wrap, packets, containers)",1,1 x Woolworths waterbottle label
22485,Plastic wrap non food (bubble wrap etc),22485 Plastic wrap non food (bubble wrap etc),1,
22485,Pollution Rating,22485 Pollution Rating,0,47 plastic resin pellets removed from trap
22485,Rubber remnants,22485 Rubber remnants,2,
22486,Aluminium cans,22486 Aluminium cans,1,1 x Jim Beam
22486,Cable ties & plastic fasteners,22486 Cable ties & plastic fasteners,1,
22486,Cigarette butts & filters,22486 Cigarette butts & filters,2,
22486,"Miscellaneous paper, labels & tickets","22486 Miscellaneous paper, labels & tickets",4,4 x paper remnants
22486,Paper & cardboard packaging,22486 Paper & cardboard packaging,9,"4 x cardboard package, 1 x Seven Eleven coffee cup, 4 x coffee cup"
22486,"Plastic bags supermarket, garbage, dog poo, ice","22486 Plastic bags supermarket, garbage, dog poo, ice",1,1 x ziplock bag
22486,Plastic bits & pieces hard & solid,22486 Plastic bits & pieces hard & solid,2,
22486,"Plastic drink bottles (water, juice, milk, soft drink)","22486 Plastic drink bottles (water, juice, milk, soft drink)",2,1 x Black and Gold waterbottle
22486,"Plastic packaging food (wrap, packets, containers)","22486 Plastic packaging food (wrap, packets, containers)",8,"2 x confectionery, 1 x McDonalds coffee cup lid, 3 x Seven Eleven coffee cup lids, 2 x coffee cup lid"
22487,Aluminium cans,22487 Aluminium cans,3,"1 x V energy, 1 x Mother, 1 x Schweppes"
22487,Cable ties & plastic fasteners,22487 Cable ties & plastic fasteners,1,
22487,Cigarette butts & filters,22487 Cigarette butts & filters,11,
22487,"Cloth, clothing, hats & towels","22487 Cloth, clothing, hats & towels",1,
22487,Foam insulation & packaging (whole and remnants),22487 Foam insulation & packaging (whole and remnants),5,
22487,"Foil wrappers, packets, bladders & alfoil","22487 Foil wrappers, packets, bladders & alfoil",8,
22487,"Lids & tops, pump spray, flow restrictor & similar","22487 Lids & tops, pump spray, flow restrictor & similar",3,
22487,"Miscellaneous paper, labels & tickets","22487 Miscellaneous paper, labels & tickets",16,16 x paper remnants
22487,"Packaging accessories (seals, reels, spools, handles)","22487 Packaging accessories (seals, reels, spools, handles)",1,
22487,Paper & cardboard packaging,22487 Paper & cardboard packaging,2,"1 x cardboard package, 1 x Seven Eleven coffee cup"
22487,Personal care & pharmaceutical packaging,22487 Personal care & pharmaceutical packaging,1,
22487,Plastic bits & pieces hard & solid,22487 Plastic bits & pieces hard & solid,10,
22487,"Plastic drink bottles (water, juice, milk, soft drink)","22487 Plastic drink bottles (water, juice, milk, soft drink)",4,"1 x Woolworths waterbottle, 2 x Daily Juice"
22487,"Plastic film remnants (bits of plastic bag, wrap etc)","22487 Plastic film remnants (bits of plastic bag, wrap etc)",1,
22487,"Plastic packaging food (wrap, packets, containers)","22487 Plastic packaging food (wrap, packets, containers)",4,"1 x confectionery, 1 x McDonalds, 2 x coffee cup lids"
22487,Plastic wrap non food (bubble wrap etc),22487 Plastic wrap non food (bubble wrap etc),3,3 x plastic cigarette pack wrap
22487,"Rubber buffers, tyres, seals & similar","22487 Rubber buffers, tyres, seals & similar",1,1 x o-ring
22487,"Tape adhesive, electrical, duct, hazard marker & rolls","22487 Tape adhesive, electrical, duct, hazard marker & rolls",2,
22488,Aluminium cans,22488 Aluminium cans,1,1 x Red Bull
22488,Cable ties & plastic fasteners,22488 Cable ties & plastic fasteners,15,
22488,Cigarette butts & filters,22488 Cigarette butts & filters,29,
22488,Foam insulation & packaging (whole and remnants),22488 Foam insulation & packaging (whole and remnants),7,
22488,Foam sponge sheeting (mattress & similar),22488 Foam sponge sheeting (mattress & similar),1,
22488,"Foil wrappers, packets, bladders & alfoil","22488 Foil wrappers, packets, bladders & alfoil",3,
22488,Glass or ceramic broken,22488 Glass or ceramic broken,5,
22488,"Lids & tops, pump spray, flow restrictor & similar","22488 Lids & tops, pump spray, flow restrictor & similar",3,
22488,"Metal bottle caps, lids & pull tabs","22488 Metal bottle caps, lids & pull tabs",1,
22488,Metal scrap & remnants,22488 Metal scrap & remnants,2,
22488,"Miscellaneous paper, labels & tickets","22488 Miscellaneous paper, labels & tickets",10,10 x paper remnants
22488,Paper & cardboard packaging,22488 Paper & cardboard packaging,3,3 x paper coffee cups
22488,Personal care & pharmaceutical packaging,22488 Personal care & pharmaceutical packaging,1,
22488,"Personal effects (wallets, money, keys, jewellery)","22488 Personal effects (wallets, money, keys, jewellery)",1,
22488,Plastic bits & pieces hard & solid,22488 Plastic bits & pieces hard & solid,71,
22488,"Plastic ceremonial & festive (wreaths, flowers)","22488 Plastic ceremonial & festive (wreaths, flowers)",1,
22488,"Plastic drink bottles (water, juice, milk, soft drink)","22488 Plastic drink bottles (water, juice, milk, soft drink)",3,"1 x Fanta, 1 x Coke"
22488,"Plastic film remnants (bits of plastic bag, wrap etc)","22488 Plastic film remnants (bits of plastic bag, wrap etc)",26,
22488,Plastic vehicle parts,22488 Plastic vehicle parts,1,
22488,Plastic wrap non food (bubble wrap etc),22488 Plastic wrap non food (bubble wrap etc),4,4 x plastic cigarette pack wrap
22488,Pollution Rating,22488 Pollution Rating,0,2531 plastic resin pellets removed from trap
22488,"Processed timber, pallets & other wood","22488 Processed timber, pallets & other wood",7,
22488,Rubber remnants,22488 Rubber remnants,1,
22488,"Sanitary (tissues, nappies, condoms, cotton buds)","22488 Sanitary (tissues, nappies, condoms, cotton buds)",2,
22488,Strapping band scraps,22488 Strapping band scraps,2,
22488,"Straws, confection sticks, cups, plates & cutlery","22488 Straws, confection sticks, cups, plates & cutlery",1,1 x McDonalds straw
22488,"Tape adhesive, electrical, duct, hazard marker & rolls","22488 Tape adhesive, electrical, duct, hazard marker & rolls",1,
22488,"Tins under 4 litres (food, drink tins and similar)","22488 Tins under 4 litres (food, drink tins and similar)",2,
22488,"Toys, party poppers, ribbons, clips & similar","22488 Toys, party poppers, ribbons, clips & similar",1,
22489,Aluminium cans,22489 Aluminium cans,3,"1 x V Energy, 1 x VB, 1 x Wild Turkey"
22489,Cigarette butts & filters,22489 Cigarette butts & filters,12,
22489,Foam insulation & packaging (whole and remnants),22489 Foam insulation & packaging (whole and remnants),3,
22489,"Foil wrappers, packets, bladders & alfoil","22489 Foil wrappers, packets, bladders & alfoil",1,
22489,Glass beer stubbies & pre-mixed alcohol bottles,22489 Glass beer stubbies & pre-mixed alcohol bottles,1,1 x Carlton beer
22489,"Metal bottle caps, lids & pull tabs","22489 Metal bottle caps, lids & pull tabs",1,
22489,Metal scrap & remnants,22489 Metal scrap & remnants,1,
22489,"Miscellaneous paper, labels & tickets","22489 Miscellaneous paper, labels & tickets",13,"3 x paper receipts, 10 x miscellaneous paper"
22489,Paper & cardboard packaging,22489 Paper & cardboard packaging,3,"1 x Hungry Jacks, 2 x takeaway"
22489,"Plastic drink bottles (water, juice, milk, soft drink)","22489 Plastic drink bottles (water, juice, milk, soft drink)",1,1 x Daily Juice
22489,"Plastic film remnants (bits of plastic bag, wrap etc)","22489 Plastic film remnants (bits of plastic bag, wrap etc)",9,
22489,"Plastic packaging food (wrap, packets, containers)","22489 Plastic packaging food (wrap, packets, containers)",10,"9 x confectionery, 1 x Seven Eleven coffee cup lid"
22489,Plastic wrap non food (bubble wrap etc),22489 Plastic wrap non food (bubble wrap etc),12,9 x plastic cigarette pack wrap
22489,"Straws, confection sticks, cups, plates & cutlery","22489 Straws, confection sticks, cups, plates & cutlery",1,1 x straw
22489,Tetra packs & drink cartons,22489 Tetra packs & drink cartons,1,
22490,Aluminium cans,22490 Aluminium cans,2,"1 x Godfather, 1 x Mercury"
22490,Cable ties & plastic fasteners,22490 Cable ties & plastic fasteners,1,
22490,Cigarette butts & filters,22490 Cigarette butts & filters,12,
22490,Foam insulation & packaging (whole and remnants),22490 Foam insulation & packaging (whole and remnants),3,
22490,"Foil wrappers, packets, bladders & alfoil","22490 Foil wrappers, packets, bladders & alfoil",4,
22490,"Metal bottle caps, lids & pull tabs","22490 Metal bottle caps, lids & pull tabs",1,
22490,"Miscellaneous paper, labels & tickets","22490 Miscellaneous paper, labels & tickets",21,"2 x paper receipts, 19 x paper remnants"
22490,"Municipal activities (tree guard, barrier fence etc)","22490 Municipal activities (tree guard, barrier fence etc)",1,1 x parking ticket
22490,Paper & cardboard packaging,22490 Paper & cardboard packaging,1,1 x McDonalds coffee cup
22490,"Plastic bags supermarket, garbage, dog poo, ice","22490 Plastic bags supermarket, garbage, dog poo, ice",2,2 x blue shopping bags
22490,Plastic bits & pieces hard & solid,22490 Plastic bits & pieces hard & solid,2,
22490,"Plastic film remnants (bits of plastic bag, wrap etc)","22490 Plastic film remnants (bits of plastic bag, wrap etc)",3,
22490,"Plastic packaging food (wrap, packets, containers)","22490 Plastic packaging food (wrap, packets, containers)",13,"11 x confectionery, 2 x takeaway"
22490,"Tape adhesive, electrical, duct, hazard marker & rolls","22490 Tape adhesive, electrical, duct, hazard marker & rolls",1,
22491,Cigarette butts & filters,22491 Cigarette butts & filters,64,
22491,Foam insulation & packaging (whole and remnants),22491 Foam insulation & packaging (whole and remnants),3,
22491,"Foil wrappers, packets, bladders & alfoil","22491 Foil wrappers, packets, bladders & alfoil",10,
22491,"Lids & tops, pump spray, flow restrictor & similar","22491 Lids & tops, pump spray, flow restrictor & similar",3,
22491,"Metal bottle caps, lids & pull tabs","22491 Metal bottle caps, lids & pull tabs",1,
22491,"Miscellaneous paper, labels & tickets","22491 Miscellaneous paper, labels & tickets",63,63 x paper remnants
22491,Paper & cardboard packaging,22491 Paper & cardboard packaging,1,1 x Jamaica Blue coffee cup
22491,Personal care & pharmaceutical packaging,22491 Personal care & pharmaceutical packaging,2,
22491,Plastic bits & pieces hard & solid,22491 Plastic bits & pieces hard & solid,1,
22491,"Plastic film remnants (bits of plastic bag, wrap etc)","22491 Plastic film remnants (bits of plastic bag, wrap etc)",26,
22491,"Plastic packaging food (wrap, packets, containers)","22491 Plastic packaging food (wrap, packets, containers)",13,"6 x confectionery, 1 x Mentos, 1 x Seven Eleven coffee cup lid, 1 x coffee cup lid, 4 x other food package"
22491,Plastic wrap non food (bubble wrap etc),22491 Plastic wrap non food (bubble wrap etc),7,7 x plastic cigarette pack wrap
22491,Rope & net scraps less than 1 metre,22491 Rope & net scraps less than 1 metre,1,
22491,"Rubber balloons, balls & toys, elastic straps & bands","22491 Rubber balloons, balls & toys, elastic straps & bands",2,1 x balloon
22491,"Sanitary (tissues, nappies, condoms, cotton buds)","22491 Sanitary (tissues, nappies, condoms, cotton buds)",1,
22491,"Wooden confection sticks, pencils, matches etc","22491 Wooden confection sticks, pencils, matches etc",2,
22492,Cigarette butts & filters,22492 Cigarette butts & filters,10,
22492,"Construction material (brick, cement, pipe)","22492 Construction material (brick, cement, pipe)",1,
22492,Foam insulation & packaging (whole and remnants),22492 Foam insulation & packaging (whole and remnants),3,
22492,"Foil wrappers, packets, bladders & alfoil","22492 Foil wrappers, packets, bladders & alfoil",1,
22492,"Miscellaneous paper, labels & tickets","22492 Miscellaneous paper, labels & tickets",3,3 x paper remnants
22492,Paper & cardboard packaging,22492 Paper & cardboard packaging,1,1 x chewing gum wrapper
22492,Plastic bits & pieces hard & solid,22492 Plastic bits & pieces hard & solid,2,
22492,"Plastic drink bottles (water, juice, milk, soft drink)","22492 Plastic drink bottles (water, juice, milk, soft drink)",1,1 x Ice Break
22492,"Plastic film remnants (bits of plastic bag, wrap etc)","22492 Plastic film remnants (bits of plastic bag, wrap etc)",2,
22492,"Plastic packaging food (wrap, packets, containers)","22492 Plastic packaging food (wrap, packets, containers)",9,"5 x confectionery, 1 x takeaway, 1 x Coke bottle label, 2 x other food package"
22492,Plastic wrap non food (bubble wrap etc),22492 Plastic wrap non food (bubble wrap etc),2,2 x plastic cigarette pack wrap
22492,Rope & net scraps less than 1 metre,22492 Rope & net scraps less than 1 metre,1,
22492,"Sanitary (tissues, nappies, condoms, cotton buds)","22492 Sanitary (tissues, nappies, condoms, cotton buds)",2,
22493,Aluminium cans,22493 Aluminium cans,1,1 x Nelson Country
22493,Cigarette butts & filters,22493 Cigarette butts & filters,25,
22493,"Cloth, clothing, hats & towels","22493 Cloth, clothing, hats & towels",2,
22493,Foam insulation & packaging (whole and remnants),22493 Foam insulation & packaging (whole and remnants),1,
22493,"Foil wrappers, packets, bladders & alfoil","22493 Foil wrappers, packets, bladders & alfoil",6,
22493,Food scraps,22493 Food scraps,2,
22493,Glass or ceramic broken,22493 Glass or ceramic broken,1,
22493,"Lids & tops, pump spray, flow restrictor & similar","22493 Lids & tops, pump spray, flow restrictor & similar",1,
22493,Metal scrap & remnants,22493 Metal scrap & remnants,1,
22493,"Miscellaneous paper, labels & tickets","22493 Miscellaneous paper, labels & tickets",24,"23 x paper remnants, 1 x miscellaneous paper"
22493,Paper & cardboard packaging,22493 Paper & cardboard packaging,2,"1 x cardboard package, 1 x McDonalds"
22493,"Plastic bags supermarket, garbage, dog poo, ice","22493 Plastic bags supermarket, garbage, dog poo, ice",1,1 x grey shopping bag
22493,Plastic bits & pieces hard & solid,22493 Plastic bits & pieces hard & solid,3,
22493,"Plastic drink bottles (water, juice, milk, soft drink)","22493 Plastic drink bottles (water, juice, milk, soft drink)",1,
22493,"Plastic film remnants (bits of plastic bag, wrap etc)","22493 Plastic film remnants (bits of plastic bag, wrap etc)",19,
22493,"Plastic packaging food (wrap, packets, containers)","22493 Plastic packaging food (wrap, packets, containers)",1,1 x confectionery
22493,Plastic vehicle parts,22493 Plastic vehicle parts,1,
22493,Plastic wrap non food (bubble wrap etc),22493 Plastic wrap non food (bubble wrap etc),1,
22493,"Straws, confection sticks, cups, plates & cutlery","22493 Straws, confection sticks, cups, plates & cutlery",1,1 x straw
22494,Aluminium cans,22494 Aluminium cans,2,"1 x Hahn beer, 1 x Coles waterbottle"
22494,Cigarette butts & filters,22494 Cigarette butts & filters,50,
22494,"Cloth, clothing, hats & towels","22494 Cloth, clothing, hats & towels",1,
22494,"Construction material (brick, cement, pipe)","22494 Construction material (brick, cement, pipe)",7,
22494,"Foil wrappers, packets, bladders & alfoil","22494 Foil wrappers, packets, bladders & alfoil",1,
22494,"Lids & tops, pump spray, flow restrictor & similar","22494 Lids & tops, pump spray, flow restrictor & similar",1,
22494,"Miscellaneous paper, labels & tickets","22494 Miscellaneous paper, labels & tickets",2,"1 x paper receipt, 1 x paper remnant"
22494,Paper & cardboard packaging,22494 Paper & cardboard packaging,3,"2 x cardboard package, 1 x cardboard cigarette pack"
22494,Plastic bits & pieces hard & solid,22494 Plastic bits & pieces hard & solid,31,
22494,"Plastic drink bottles (water, juice, milk, soft drink)","22494 Plastic drink bottles (water, juice, milk, soft drink)",1,1 x Coles waterbottle
22494,"Plastic film remnants (bits of plastic bag, wrap etc)","22494 Plastic film remnants (bits of plastic bag, wrap etc)",17,
22494,"Plastic packaging food (wrap, packets, containers)","22494 Plastic packaging food (wrap, packets, containers)",2,2 x confectionery
22494,"Rubber balloons, balls & toys, elastic straps & bands","22494 Rubber balloons, balls & toys, elastic straps & bands",1,1 x rubber band
22494,Rubber remnants,22494 Rubber remnants,1,
22494,"Straws, confection sticks, cups, plates & cutlery","22494 Straws, confection sticks, cups, plates & cutlery",2,"1 x McDonalds straw, 1 x straw"
22494,"Tape adhesive, electrical, duct, hazard marker & rolls","22494 Tape adhesive, electrical, duct, hazard marker & rolls",1,
22494,"Toys, party poppers, ribbons, clips & similar","22494 Toys, party poppers, ribbons, clips & similar",3,
22495,Aluminium cans,22495 Aluminium cans,2,"1 x Sprite, 1 x Woodstock Bourbon"
22495,Cigarette butts & filters,22495 Cigarette butts & filters,10,
22495,"Cloth, clothing, hats & towels","22495 Cloth, clothing, hats & towels",1,
22495,Foam insulation & packaging (whole and remnants),22495 Foam insulation & packaging (whole and remnants),19,
22495,Food scraps,22495 Food scraps,1,
22495,"Lids & tops, pump spray, flow restrictor & similar","22495 Lids & tops, pump spray, flow restrictor & similar",2,
22495,Metal scrap & remnants,22495 Metal scrap & remnants,1,
22495,"Miscellaneous paper, labels & tickets","22495 Miscellaneous paper, labels & tickets",1,1 x paper remnant
22495,"Packaging accessories (seals, reels, spools, handles)","22495 Packaging accessories (seals, reels, spools, handles)",1,1 x Airsaver
22495,Plastic bits & pieces hard & solid,22495 Plastic bits & pieces hard & solid,2,
22495,"Plastic drink bottles (water, juice, milk, soft drink)","22495 Plastic drink bottles (water, juice, milk, soft drink)",1,1 x Woolworths waterbottle
22495,"Plastic packaging food (wrap, packets, containers)","22495 Plastic packaging food (wrap, packets, containers)",3,3 x confectionery
22495,"Rubber balloons, balls & toys, elastic straps & bands","22495 Rubber balloons, balls & toys, elastic straps & bands",1,1 x rubber band
22495,Rubber remnants,22495 Rubber remnants,1,
22496,Cigarette butts & filters,22496 Cigarette butts & filters,53,
22496,Foam insulation & packaging (whole and remnants),22496 Foam insulation & packaging (whole and remnants),1,
22496,Glass or ceramic broken,22496 Glass or ceramic broken,3,
22496,"Lids & tops, pump spray, flow restrictor & similar","22496 Lids & tops, pump spray, flow restrictor & similar",2,
22496,"Miscellaneous paper, labels & tickets","22496 Miscellaneous paper, labels & tickets",2,"1 x paper receipt, 1 x paper remnant"
22496,"Plastic bags supermarket, garbage, dog poo, ice","22496 Plastic bags supermarket, garbage, dog poo, ice",1,1 x other plastic bag
22496,Plastic bits & pieces hard & solid,22496 Plastic bits & pieces hard & solid,6,
22496,"Plastic film remnants (bits of plastic bag, wrap etc)","22496 Plastic film remnants (bits of plastic bag, wrap etc)",1,
22496,Plastic first aid materials & equipment (band aids),22496 Plastic first aid materials & equipment (band aids),1,
22496,"Plastic packaging food (wrap, packets, containers)","22496 Plastic packaging food (wrap, packets, containers)",5,"3 x confectionery, 2 x takeaway"
22496,Plastic wrap non food (bubble wrap etc),22496 Plastic wrap non food (bubble wrap etc),2,1 x plastic cigarette pack wrap
22496,"Straws, confection sticks, cups, plates & cutlery","22496 Straws, confection sticks, cups, plates & cutlery",1,1 x McDonalds straw
22496,"Toys, party poppers, ribbons, clips & similar","22496 Toys, party poppers, ribbons, clips & similar",1,1 x ribbon
22497,Aluminium cans,22497 Aluminium cans,1,1 x Sunkist
22497,Cigarette butts & filters,22497 Cigarette butts & filters,5,
22497,"Miscellaneous paper, labels & tickets","22497 Miscellaneous paper, labels & tickets",2,"1 x paper receipt, 1 x paper remnant"
22497,Plastic bits & pieces hard & solid,22497 Plastic bits & pieces hard & solid,2,
22497,"Plastic film remnants (bits of plastic bag, wrap etc)","22497 Plastic film remnants (bits of plastic bag, wrap etc)",2,
22497,"Plastic packaging food (wrap, packets, containers)","22497 Plastic packaging food (wrap, packets, containers)",3,"2 x confectionery, 1 x Mentos"
22497,Plastic wrap non food (bubble wrap etc),22497 Plastic wrap non food (bubble wrap etc),2,2 x plastic cigarette pack wrap
22497,Rubber remnants,22497 Rubber remnants,1,
22497,"Straws, confection sticks, cups, plates & cutlery","22497 Straws, confection sticks, cups, plates & cutlery",1,1 x straw
22498,Aluminium cans,22498 Aluminium cans,2,"1 x Carlton Beer, 1 x Red Bull"
22498,Cigarette butts & filters,22498 Cigarette butts & filters,12,
22498,"Foil wrappers, packets, bladders & alfoil","22498 Foil wrappers, packets, bladders & alfoil",5,
22498,"Lids & tops, pump spray, flow restrictor & similar","22498 Lids & tops, pump spray, flow restrictor & similar",1,
22498,"Miscellaneous paper, labels & tickets","22498 Miscellaneous paper, labels & tickets",3,3 x paper remnants
22498,"Pens, markers & other plastic stationary","22498 Pens, markers & other plastic stationary",1,
22498,"Plastic drink bottles (water, juice, milk, soft drink)","22498 Plastic drink bottles (water, juice, milk, soft drink)",3,"1 x Mount Franklin, 1 x Coke"
22498,"Plastic film remnants (bits of plastic bag, wrap etc)","22498 Plastic film remnants (bits of plastic bag, wrap etc)",3,
22498,"Plastic packaging food (wrap, packets, containers)","22498 Plastic packaging food (wrap, packets, containers)",6,"4 x confectionery, 1 x McDonalds, 1 x coffee cup lid"
22498,"Processed timber, pallets & other wood","22498 Processed timber, pallets & other wood",1,
22498,"Straws, confection sticks, cups, plates & cutlery","22498 Straws, confection sticks, cups, plates & cutlery",5,"1 x plastic cup, 1 x Hungry Jacks straw, 3 x straws"
22499,Cigarette butts & filters,22499 Cigarette butts & filters,18,
22499,Foam insulation & packaging (whole and remnants),22499 Foam insulation & packaging (whole and remnants),9,
22499,"Foil wrappers, packets, bladders & alfoil","22499 Foil wrappers, packets, bladders & alfoil",21,
22499,"Lids & tops, pump spray, flow restrictor & similar","22499 Lids & tops, pump spray, flow restrictor & similar",1,
22499,"Miscellaneous paper, labels & tickets","22499 Miscellaneous paper, labels & tickets",7,"2 x paper receipts, 4 x paper remnants, 1 x miscellaneous paper"
22499,"Plastic film remnants (bits of plastic bag, wrap etc)","22499 Plastic film remnants (bits of plastic bag, wrap etc)",17,
22499,Plastic wrap non food (bubble wrap etc),22499 Plastic wrap non food (bubble wrap etc),28,27 x plastic cigarette pack wrap
22499,"Rubber balloons, balls & toys, elastic straps & bands","22499 Rubber balloons, balls & toys, elastic straps & bands",1,
22499,Rubber remnants,22499 Rubber remnants,1,
22499,"Sanitary (tissues, nappies, condoms, cotton buds)","22499 Sanitary (tissues, nappies, condoms, cotton buds)",9,
22499,"Straws, confection sticks, cups, plates & cutlery","22499 Straws, confection sticks, cups, plates & cutlery",1,1 x lollipop stick
22499,"Toothbrushes, brushes & combs, hair ties etc","22499 Toothbrushes, brushes & combs, hair ties etc",1,
22499,"Toys, party poppers, ribbons, clips & similar","22499 Toys, party poppers, ribbons, clips & similar",2,1 x confetti/glitter
22499,"Wooden confection sticks, pencils, matches etc","22499 Wooden confection sticks, pencils, matches etc",1,
22500,Aluminium cans,22500 Aluminium cans,1,1 x Coke
22500,Cigarette butts & filters,22500 Cigarette butts & filters,19,
22500,Foam insulation & packaging (whole and remnants),22500 Foam insulation & packaging (whole and remnants),2,
22500,"Foil wrappers, packets, bladders & alfoil","22500 Foil wrappers, packets, bladders & alfoil",14,
22500,"Lids & tops, pump spray, flow restrictor & similar","22500 Lids & tops, pump spray, flow restrictor & similar",2,
22500,"Metal bottle caps, lids & pull tabs","22500 Metal bottle caps, lids & pull tabs",2,
22500,Metal scrap & remnants,22500 Metal scrap & remnants,1,
22500,"Miscellaneous paper, labels & tickets","22500 Miscellaneous paper, labels & tickets",27,"3 x paper receipt, 23 x paper remnants, 1 x miscellaneous paper"
22500,"Municipal activities (tree guard, barrier fence etc)","22500 Municipal activities (tree guard, barrier fence etc)",1,1 x parking ticket
22500,"Packaging accessories (seals, reels, spools, handles)","22500 Packaging accessories (seals, reels, spools, handles)",1,
22500,Paper & cardboard packaging,22500 Paper & cardboard packaging,2,2 x cardboard package
22500,Personal care & pharmaceutical packaging,22500 Personal care & pharmaceutical packaging,3,
22500,"Plastic drink bottles (water, juice, milk, soft drink)","22500 Plastic drink bottles (water, juice, milk, soft drink)",1,1 x Big M
22500,"Plastic film remnants (bits of plastic bag, wrap etc)","22500 Plastic film remnants (bits of plastic bag, wrap etc)",39,
22500,Plastic first aid materials & equipment (band aids),22500 Plastic first aid materials & equipment (band aids),1,
22500,"Plastic packaging food (wrap, packets, containers)","22500 Plastic packaging food (wrap, packets, containers)",24,"17 x confectionery, 4 x Mentos, 1 x Seven Eleven straw wrapper, 1 x straw wrapper, 1 x other food package"
22500,Plastic wrap non food (bubble wrap etc),22500 Plastic wrap non food (bubble wrap etc),38,37 x plastic cigarette pack wrap
22500,Recreation & outdoor equipment,22500 Recreation & outdoor equipment,1,
22500,Rubber remnants,22500 Rubber remnants,1,
22500,"Sanitary (tissues, nappies, condoms, cotton buds)","22500 Sanitary (tissues, nappies, condoms, cotton buds)",1,1 x cotton bud stick
22500,"Straws, confection sticks, cups, plates & cutlery","22500 Straws, confection sticks, cups, plates & cutlery",2,"1 x plastic cup, 1 x lollipop stick"
22500,"Wooden confection sticks, pencils, matches etc","22500 Wooden confection sticks, pencils, matches etc",1,
22501,Aluminium cans,22501 Aluminium cans,1,1 x Mercury Cider
22501,Cigarette butts & filters,22501 Cigarette butts & filters,26,
22501,"Cloth, clothing, hats & towels","22501 Cloth, clothing, hats & towels",1,
22501,"Foil wrappers, packets, bladders & alfoil","22501 Foil wrappers, packets, bladders & alfoil",2,
22501,"Lids & tops, pump spray, flow restrictor & similar","22501 Lids & tops, pump spray, flow restrictor & similar",3,
22501,"Miscellaneous paper, labels & tickets","22501 Miscellaneous paper, labels & tickets",6,6 x paper remnants
22501,Plastic bits & pieces hard & solid,22501 Plastic bits & pieces hard & solid,4,
22501,"Plastic film remnants (bits of plastic bag, wrap etc)","22501 Plastic film remnants (bits of plastic bag, wrap etc)",6,
22501,"Plastic packaging food (wrap, packets, containers)","22501 Plastic packaging food (wrap, packets, containers)",15,"10 x confectionery, 4 x Mentos, 1 x straw wrapper"
22501,Plastic wrap non food (bubble wrap etc),22501 Plastic wrap non food (bubble wrap etc),18,16 x plastic cigarette pack wrap
22501,"Straws, confection sticks, cups, plates & cutlery","22501 Straws, confection sticks, cups, plates & cutlery",2,"1 x McDonalds straw, 1 x straw"
22501,"Toys, party poppers, ribbons, clips & similar","22501 Toys, party poppers, ribbons, clips & similar",1,
22502,Aluminium cans,22502 Aluminium cans,1,1 x Coke
22502,"Binding, thread, string & cord (natural fibre)","22502 Binding, thread, string & cord (natural fibre)",1,
22502,Cigarette butts & filters,22502 Cigarette butts & filters,30,
22502,"Foam cups, food packs & trays","22502 Foam cups, food packs & trays",1,
22502,Foam insulation & packaging (whole and remnants),22502 Foam insulation & packaging (whole and remnants),1,
22502,"Foil wrappers, packets, bladders & alfoil","22502 Foil wrappers, packets, bladders & alfoil",16,
22502,"Miscellaneous paper, labels & tickets","22502 Miscellaneous paper, labels & tickets",21,"20 x paper remnants, 1 x miscellaneous paper"
22502,Occupational health & safety items,22502 Occupational health & safety items,1,
22502,"Plastic drink bottles (water, juice, milk, soft drink)","22502 Plastic drink bottles (water, juice, milk, soft drink)",1,1 x Woolworths waterbottle
